simulation_id,input_sha256,old_failure_category,old_failure_message,old_stage,old_phase,old_scenario_id,old_scenario_identity,solver_status,solver_termination,replay_status,replay_diagnostic,audit_kind,audit_scenario_id,audit_scenario_identity,validation_exception,budget_residual,objective_epigraph_label,objective_epigraph_reference,objective_epigraph_absolute_violation,objective_epigraph_relative_violation,budget_label,budget_reference,budget_absolute_violation,budget_relative_violation,quantity_nonnegative_label,quantity_nonnegative_reference,quantity_nonnegative_absolute_violation,quantity_nonnegative_relative_violation,fulfillment_capacity_label,fulfillment_capacity_reference,fulfillment_capacity_absolute_violation,fulfillment_capacity_relative_violation,demand_flow_label,demand_flow_reference,demand_flow_absolute_violation,demand_flow_relative_violation,other_model_constraint_label,other_model_constraint_reference,other_model_constraint_absolute_violation,other_model_constraint_relative_violation
LA-0353,021c8d252140c33d3bba0da6f129eb5c541a0a1aa63a39f9d3711612fb02085e,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,bb9f68136bd2fb37f9b08b9357cd67ba2dd9a1b0f3249764f8d63c3b98360f57,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,579864.940606554,0.0,0.0,exercise_limit[Water],579864.940606554,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
LA-0361,b0d57db8f02142b21b1c200ea874bd8b892e7704696e5db341379a9f846904f0,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1226832216.4704196,2.384185791015625e-07,1.943367445855715e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0367,f1573a599fa38365c2f773c368a487ae4544184c7812970daeffa7a98e94d3a9,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1195053371.745841,2.384185791015625e-07,1.9950454493363696e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0392,3b633fb4b0767df770b0e83e4404981c044de1d7945400be03cf9153280d6fc0,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1227335143.4796817,2.384185791015625e-07,1.9425711091887224e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0407,0b337d20e02f5fe1e826fbf130a32406296d21b224e0eccd784effafd44599d7,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,24859e0c143e9ede08094773fcc420fdee139043248e137f9263e9b278dc8988,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,24859e0c143e9ede08094773fcc420fdee139043248e137f9263e9b278dc8988,unavailable,-11813228.94219955,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10400000.0,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0410,ace3856344a78e7d1dd524f1b1d0f174b0f2af6971133122152dcc812694be2d,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1209591560.9244652,2.384185791015625e-07,1.9710668196076387e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0422,009903ddc3ca6e1651e7f7f0154966d57cbadba4e2b625012b73dcbe6be1fc13,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1230628371.862038,2.384185791015625e-07,1.9373726833618858e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"exercise_limit[Seasonal Influenza Vaccine,h09]",660567.7928527836,1.1641532182693481e-10,1.7623523745257671e-16,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0436,1e77197beadf8e9a715f7bb85ef8f315c51adce8c616488cfab3d9650af78639,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,320900beb795ae4dea73edfd3ca147e49c1c28ab05e5ebd2969cdb09c6844796,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,320900beb795ae4dea73edfd3ca147e49c1c28ab05e5ebd2969cdb09c6844796,unavailable,-12922900.133412331,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],13538146.975570226,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0447,371254fb910af829f6e7a6d45923de5b40c44f36af06cf93e77a1399057a5a62,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,7209b05ba37bef2002d5f1e6a98721e1213f4cea7fafdcf44f2d73131e142972,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,7209b05ba37bef2002d5f1e6a98721e1213f4cea7fafdcf44f2d73131e142972,unavailable,-13702456.611997442,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10999043.026358612,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0452,a1c25c90e535aa3daac09fd10eda257d9d2ddd86d9184850d14ad2b76f46315b,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1210726604.8878727,2.384185791015625e-07,1.9692189643725789e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"exercise_limit[Seasonal Influenza Vaccine,h09]",990667.4361742567,1.1641532182693481e-10,1.1751201016206368e-16,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0460,37dfad7be959263ecce1cd54aabb1f0f5b60556d7a5f449d2dde0296e586db54,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,691e0e303f3c6483231a9dfb4afbea9e3f2c4390c6b42a630054de4629e18b87,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],1.0,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
LA-0516,16166a95aa22d711f37cc694c48a73f8b0d062f90a0661b8cc1ba0090e529811,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,3ae142301452b7c940f278abd613616d7f3a910c98fbfde5deaea73ff37661e9,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,3ae142301452b7c940f278abd613616d7f3a910c98fbfde5deaea73ff37661e9,unavailable,-14134578.349656811,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],11869956.790781962,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0524,3c3d93c2bc8f6e7d3b518ca19430267ac14815825171d4d23d0a904ab234aa1c,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1191870923.831735,2.384185791015625e-07,2.0003724760318239e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0529,dc86ebb90df2923f220cd9907884ebf15719f985892970696dab4758aaa4c2ed,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,3.725290298461914e-09,worst_loss[h09],1221718862.1533995,2.384185791015625e-07,1.9515011717288734e-16,scenario_budget[h09],18146405.511449322,3.725290298461914e-09,2.0529081068487494e-16,Q[Water] lower,1.0,0.0,0.0,"exercise_limit[Seasonal Influenza Vaccine,h09]",923666.9269959482,1.1641532182693481e-10,1.2603604007513143e-16,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0540,d39404d9be341d8913169521cd3183913ef2c5028e15ab06c6acb7af66a6d5d1,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,c5f55934666133552859af6e5474414fd101b8e0a22426c999cf7d407efd492c,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,c5f55934666133552859af6e5474414fd101b8e0a22426c999cf7d407efd492c,unavailable,-17733601.1931684,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],320572.4020136291,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0553,bd83e8236c9549d262a50a6d63dd7be5a1e957a5b3de52cfb664b9e46694de98,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1226830531.977205,2.384185791015625e-07,1.9433701141861736e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0556,2985d972c1e5dddf81bdae702bddaf1b506ca25a3c8185378f0c085f43122eef,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,50d11f571cbefe57a762669520e9c7399809c4331ec91c984d800b248a84cd5b,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,50d11f571cbefe57a762669520e9c7399809c4331ec91c984d800b248a84cd5b,unavailable,-16549721.701273488,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],301464.19195023156,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0557,d71eeae9cc9159840968944719cfe7c3e5f7d0dde14a196afa443e35bc867766,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,0bd22bdc8dcf4991775087dfd78676bdf7dc905e471b2c505fac247ecde2d32a,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,0bd22bdc8dcf4991775087dfd78676bdf7dc905e471b2c505fac247ecde2d32a,unavailable,-12418023.223909155,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10400000.0,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0559,38944a37260798b40473266bb6dbfc9ff5d6eb3a9c77f1e4a075d76223cac0af,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1228707398.6134899,2.384185791015625e-07,1.9404015908962633e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0566,869aedf18e460bb0cd22682bc86b8ae68880a23650fafea937ccf1518708bbb8,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1228627456.16981,2.384185791015625e-07,1.9405278459657864e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0587,b4696fa3c107613293f8f281621074f39d6fa5a34d3ddd33bf4ec7b0ea9870ea,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1206634566.090549,2.384185791015625e-07,1.9758971423637382e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,14996935.823196502,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",12190009.387962159,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0589,3715661f1cf57d73e747b7ce3f6adc64b317459abd80e4dd0177916aa2c41e8d,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1221700300.3838189,2.384185791015625e-07,1.9515308216479857e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0590,2ef976504d2279ddc50761b79bb51400d5855406a739a1823873da3144d79722,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1200855956.1740568,2.384185791015625e-07,1.9854053092359827e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0610,a7f7ceb25853f2b787b8e566376cece273db6419960152c6d53dbe20e69b48ed,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,1d3167024e0fcd39b74869e643b32cbc3e03242bda6a02f02a2d73f20991bb62,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,1d3167024e0fcd39b74869e643b32cbc3e03242bda6a02f02a2d73f20991bb62,unavailable,-13218720.55191422,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10849670.02974752,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0621,30f4e2b5bdd3e36658139015d040a4b63ff5870c69b61c5fb4b414b7a24e1a81,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,21083b6d988bf1b64e88f4ddb5e5c84ed269775f8bebacbe50725e4f435dd6dc,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,21083b6d988bf1b64e88f4ddb5e5c84ed269775f8bebacbe50725e4f435dd6dc,unavailable,-12157108.349421721,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],13065219.027909245,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0622,b9d0fecb7db75e22ae34b15233cd4e6f0ff155368d8bbb9d347e9e7a27d7434a,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,812187aa400918ed2f49d5ff598184bfbbf9b7723c7155635e997dff3ab60b43,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,812187aa400918ed2f49d5ff598184bfbbf9b7723c7155635e997dff3ab60b43,unavailable,-12296932.76864822,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],11030758.16445231,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0630,2ba9baed29f4b4da99898ac12ebab6c15de57cd95ad01cedebfb430fb8299700,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1211152640.2363021,2.384185791015625e-07,1.968526271428891e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0631,07d3cad6cf5a0d9c3c1ef47e5f6e9390bfdc4304c3135b83808496244f25881a,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,634e307f49c7363cc847435452cb57cb0a9e38da12b8164552ff9272369570ea,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,634e307f49c7363cc847435452cb57cb0a9e38da12b8164552ff9272369570ea,unavailable,-16333291.48430163,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],11460377.099527085,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0636,7797de0ff3db60fd6af5b341d4ad5965b4e9d3f131a27235078f0afb56b9ec7d,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,e31dbaadb5aad2803cd3191464d3cdc458c765679ddc7a772478650e62ff1162,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,e31dbaadb5aad2803cd3191464d3cdc458c765679ddc7a772478650e62ff1162,unavailable,-13309465.946995102,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10686689.120022388,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0644,103819d6efae8e8d55afb623531c8fcc5caedfe82e8359c199034866e7596adb,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,0916a70ad96dc4bfc53166315c7fb2f0dbc98cde3d32cf7e05eba86464bbd3d7,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,0916a70ad96dc4bfc53166315c7fb2f0dbc98cde3d32cf7e05eba86464bbd3d7,unavailable,-10346817.208600042,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10400000.0,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0646,22a0bacd90599d7c88030899afc42006c5478242a84e990047e8e3cd7ed3a54e,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,58c4b3e2fce8af119dba8644ec047d3ffd109615ae8e7cb10baf1196c0f02947,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,58c4b3e2fce8af119dba8644ec047d3ffd109615ae8e7cb10baf1196c0f02947,unavailable,-16058480.239798572,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10804253.724417431,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0653,195798ab08b968fb6c4ee37bb25c36d5da051d533e0131a34d45e6918a9dcc43,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1197320623.296647,2.384185791015625e-07,1.9912676225780847e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0654,4ef1d9df69d5d7130d3d42e294c1182123f2593437574be71ff64cfbe18e8424,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1229825333.63914,2.384185791015625e-07,1.9386377283029707e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0657,f9ef6ee3c5c9a319a187f6339c5aee9e0c4c0419506a224a9a90dd598c9e874c,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1212180250.5318913,2.384185791015625e-07,1.9668574784727523e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0669,32b87869f4d2e2a986d6690691b45a79a8f924708158b97f739bd8aa425e9e22,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,228d5ec4fa34b48accd8042356583a93d8186931f3efba594f05a2511a6f9275,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,228d5ec4fa34b48accd8042356583a93d8186931f3efba594f05a2511a6f9275,unavailable,-17228696.088289537,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],11091234.068677315,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0670,fd5fad55404a6c0f5d1cf6d6e6baaed87f72a25a7d664b80cf4f01cad207ee7d,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1203482482.2160027,2.384185791015625e-07,1.9810722850120457e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0681,22ba5bbc43b5e79ba5df2d801818aab56045cec53724e0f58c19cb74d764467e,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,13eced19ba82b36ce74e8b5ead0e86cdc4f7703317a33b59aa4db4e11b0cd50d,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],1.0,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
